"","caseid"
"24675","     1543204  2"
"24676","     1543205  2"
"24677","     1543205  3"
"24678","     1543205  8"
"24679","     1543205 12"
"24680","     1543208 12"
"24681","     1543268  2"
"24682","     1543269  6"
"24683","     1543269  8"
"24684","     1543270  2"
"24685","     1544  9  2"
"24686","     1544 12  2"
"24687","     1544 16  2"
"24688","     1544 29  1"
"24689","     1544 30  3"
"24690","     1544 31  2"
"24691","     1544 41  2"
"24692","     1544 44  2"
"24693","     1544 45  2"
"24694","     1544 58  2"
"24695","     1544 60  2"
"24696","     1544 62  2"
"24697","     1545  3  1"
"24698","     1545  3  2"
"24699","     1545 15  1"
"24700","     1545 15  2"
"24701","     1545 18  2"
"24702","     1545 18  3"
"24703","     1545 18  4"
"24704","     1545 26  4"
"24705","     1545 30  2"
"24706","     1545 33  3"
"24707","     1545 45  2"
"24708","     1545 45  3"
"24709","     1545 52  2"
"24710","     1545 52  3"
"24711","     1545 56  1"
"24712","     1545 56  2"
"24713","     1545 71  2"
"24714","     1545 78  2"
"24715","     1545 78  3"
"24716","     1545 86  2"
"24717","     1546  1  2"
"24718","     1546  5  2"
"24719","     1546  9  4"
"24720","     1546  9  7"
"24721","     1546 14  3"
"24722","     1546 18  2"
"24723","     1546 22  2"
"24724","     1546 26  3"
"24725","     1546 39  3"
"24726","     1546 43  1"
"24727","     1546 47  3"
"24728","     1546 47  4"
"24729","     1546 52  2"
"24730","     1546 64  3"
"24731","     1546 68  2"
"24732","     1546 73  3"
"24733","     1546 77  2"
"24734","     1546 81  2"
"24735","     1546 89  2"
"24736","     1546 89  3"
"24737","     1546 89  4"
"24738","     1546 94  4"
"24739","     1547  2  1"
"24740","     1547  7  4"
"24741","     1547 13  2"
"24742","     1547 19  2"
"24743","     1547 30  3"
"24744","     1547 30  4"
"24745","     1547 30  5"
"24746","     1547 36  2"
"24747","     1547 42  2"
"24748","     1547 53  2"
"24749","     1547 59  3"
"24750","     1547 64  2"
"24751","     1547 76  4"
"24752","     1547 87  5"
"24753","     1547 93  2"
"24754","     1547 99  2"
"24755","     1547104  1"
"24756","     1547104  2"
"24757","     1547104  3"
"24758","     1547116  2"
"24759","     1547116  3"
"24760","     1547122  2"
"24761","     1547127  2"
"24762","     1547127  3"
"24763","     1547133  2"
"24764","     1548  4  2"
"24765","     1548  8  2"
"24766","     1548 21  2"
"24767","     1548 30  2"
"24768","     1548 35  2"
"24769","     1548 39  4"
"24770","     1548 44  2"
"24771","     1548 48  1"
"24772","     1548 48  3"
"24773","     1548 53  2"
"24774","     1548 61  2"
"24775","     1548 66  4"
"24776","     1548 70  2"
"24777","     1548 70  4"
"24778","     1548 75  3"
"24779","     1548 88  2"
"24780","     1548 88  5"
"24781","     1548 88  9"
"24782","     1548 93  1"
"24783","     1548 97  2"
"24784","     1548102  2"
"24785","     1548106  2"
"24786","     1549  3  1"
"24787","     1549  9  1"
"24788","     1549  9  3"
"24789","     1549  9  5"
"24790","     1549  9  8"
"24791","     1549  9 10"
"24792","     1549 26  2"
"24793","     1549 32  2"
"24794","     1549 44  1"
"24795","     1549 49  2"
"24796","     1549 55  2"
"24797","     1549 55  5"
"24798","     1549 61  2"
"24799","     1549 67  2"
"24800","     1549 72  2"
"24801","     1549 72  3"
"24802","     1549 78  2"
"24803","     1549 84  3"
"24804","     1549 90  2"
"24805","     1549 90  6"
"24806","     1549 95  2"
"24807","     1549107  2"
"24808","     1549113  2"
"24809","     1549118  2"
"24810","     1549118  5"
"24811","     1549124  2"
"24812","     1549130  2"
"24813","     1549136  1"
"24814","     1549136  4"
"24815","     1549136  5"
"24816","     1550  1  2"
"24817","     1550  5  2"
"24818","     1550  5  3"
"24819","     1550  8  3"
"24820","     1550 18  1"
"24821","     1550 22  3"
"24822","     1550 22  6"
"24823","     1550 28  2"
"24824","     1550 32  3"
"24825","     1550 32  8"
"24826","     1550 39  2"
"24827","     1550 39  3"
"24828","     1550 42  4"
"24829","     1550 45  4"
"24830","     1550 45  5"
"24831","     1550 45  6"
"24832","     1550 49  3"
"24833","     1550 49  4"
"24834","     1550 55  2"
"24835","     1550 55  3"
"24836","     1550 55  4"
"24837","     1550 59  4"
"24838","     1550 62  1"
"24839","     1550 62  2"
"24840","     1550 66  1"
"24841","     1550 66  2"
"24842","     1550 69  3"
"24843","     1550 69  4"
"24844","     1550 72  2"
"24845","     1550 76  3"
"24846","     1550 79  2"
"24847","     1551  6  2"
"24848","     1551  6  4"
"24849","     1551 15  3"
"24850","     1551 15  4"
"24851","     1551 15  5"
"24852","     1551 19  3"
"24853","     1551 19  4"
"24854","     1551 23  2"
"24855","     1551 28  2"
"24856","     1551 36  2"
"24857","     1551 45  3"
"24858","     1551 54  3"
"24859","     1551 54  4"
"24860","     1551 62  2"
"24861","     1551 67  3"
"24862","     1551 67  4"
"24863","     1551 67  5"
"24864","     1551 75  3"
"24865","     1551 75  5"
"24866","     1551 75  6"
"24867","     1551 84  5"
"24868","     1551 88  2"
"24869","     1551 93  2"
"24870","     1551 97  4"
"24871","     1551101  2"
"24872","     1552  3  1"
"24873","     1552  3  3"
"24874","     1552  7  2"
"24875","     1552 11  2"
"24876","     1552 15  3"
"24877","     1552 19  1"
"24878","     1552 19  3"
"24879","     1552 23  1"
"24880","     1552 27  3"
"24881","     1552 31  5"
"24882","     1552 38  2"
"24883","     1552 50  3"
"24884","     1552 50  4"
"24885","     1552 54  2"
"24886","     1552 54  4"
"24887","     1552 58  3"
"24888","     1552 62  1"
"24889","     1552 62  3"
"24890","     1552 70  4"
"24891","     1552 74  2"
"24892","     1552 78  2"
"24893","     1552 89  2"
"24894","     1552 93  4"
"24895","     1552 93  7"
"24896","     1552 93  8"
"24897","     1552 93 10"
"24898","     1552 93 12"
"24899","     1553  3  3"
"24900","     1553  8  2"
"24901","     1553  8  5"
"24902","     1553 13  1"
"24903","     1553 18  2"
"24904","     1553 28  1"
"24905","     1553 28  2"
"24906","     1553 33  3"
"24907","     1553 33  4"
"24908","     1553 38  2"
"24909","     1553 43  2"
"24910","     1553 48  1"
"24911","     1553 58  2"
"24912","     1553 63  2"
"24913","     1553 73  2"
"24914","     1553 78  2"
"24915","     1553 83  2"
"24916","     1553 88  2"
"24917","     1553 88  6"
"24918","     1553 98  1"
"24919","     1553 98  2"
"24920","     1553 98  4"
"24921","     1553117  3"
"24922","     1553117  4"
"24923","     1554  1  2"
"24924","     1554  1  4"
"24925","     1554  1  7"
"24926","     1554  5  3"
"24927","     1554  8  2"
"24928","     1554 15  2"
"24929","     1554 19  2"
"24930","     1554 22  2"
"24931","     1554 22  3"
"24932","     1554 26  2"
"24933","     1554 33  1"
"24934","     1554 43  2"
"24935","     1554 47  3"
"24936","     1554 47  5"
"24937","     1554 50  3"
"24938","     1554 57  1"
"24939","     1554 61  3"
"24940","     1554 71  2"
"24941","     1554 82  2"
"24942","     1554 82  3"
"24943","     1555  6  2"
"24944","     1555 10  2"
"24945","     1555 18  2"
"24946","     1555 25  2"
"24947","     1555 37  2"
"24948","     1555 45  2"
"24949","     1555 49  2"
"24950","     1555 53  2"
"24951","     1555 57  2"
"24952","     1555 57  3"
"24953","     1555 57  4"
"24954","     1555 61  2"
"24955","     1555 61  6"
"24956","     1555 61  9"
"24957","     1555 72  2"
"24958","     1555 76  2"
"24959","     1555 76  3"
"24960","     1555 76  4"
"24961","     1555 76  5"
"24962","     1555 76  6"
"24963","     1555 80  2"
"24964","     1555 80  3"
"24965","     1555 80  4"
"24966","     1555 84  2"
"24967","     1555 88  2"
"24968","     1555 88  4"
"24969","     1555 92  2"
"24970","     1556  2  4"
"24971","     1556  2  6"
"24972","     1556  2 11"
"24973","     1556  6  2"
"24974","     1556  6  3"
"24975","     1556 17  2"
"24976","     1556 21  2"
"24977","     1556 21  3"
"24978","     1556 21  5"
"24979","     1556 21  6"
"24980","     1556 25  6"
"24981","     1556 32  4"
"24982","     1556 36  3"
"24983","     1556 36  5"
"24984","     1556 36  6"
"24985","     1556 40  4"
"24986","     1556 47  2"
"24987","     1556 47  3"
"24988","     1556 47  4"
"24989","     1556 55  3"
"24990","     1556 55  5"
"24991","     1556 62  3"
"24992","     1556 70  3"
"24993","     1556 70  6"
"24994","     1556 70  8"
"24995","     1556 74  2"
"24996","     1556 81  3"
"24997","     1556 81  8"
"24998","     1556 85  3"
"24999","     1556 85  4"
"25000","     1556 85  5"
"25001","     1556 89  2"
"25002","     1556 89  4"
"25003","     1557  3  2"
"25004","     1557  3  6"
"25005","     1557  7  2"
"25006","     1557 10  6"
"25007","     1557 14  2"
"25008","     1557 21  1"
"25009","     1557 21  3"
"25010","     1557 21  4"
"25011","     1557 24  1"
"25012","     1557 28  3"
"25013","     1557 28  4"
"25014","     1557 31  5"
"25015","     1557 31  6"
"25016","     1557 35  2"
"25017","     1557 38  4"
"25018","     1557 42  2"
"25019","     1557 45  2"
"25020","     1557 49  1"
"25021","     1557 49  2"
"25022","     1557 49  3"
"25023","     1557 56  2"
"25024","     1557 56  3"
"25025","     1557 59  2"
"25026","     1557 63  2"
"25027","     1557 63  3"
"25028","     1557 63  4"
"25029","     1557 66  2"
"25030","     1557 70  2"
"25031","     1557 73  2"
"25032","     1557 77  2"
"25033","     1557 84  2"
"25034","     1558  1  1"
"25035","     1558  4  2"
"25036","     1558  7  1"
"25037","     1558  7  2"
"25038","     1558 13  2"
"25039","     1558 16  2"
"25040","     1558 16  6"
"25041","     1558 19  2"
"25042","     1558 28  2"
"25043","     1558 31  2"
"25044","     1558 34  2"
"25045","     1558 34  3"
"25046","     1558 40  3"
"25047","     1558 43  2"
"25048","     1558 49  2"
"25049","     1558 49  4"
"25050","     1558 52  4"
"25051","     1558 61  2"
"25052","     1558 64  2"
"25053","     1558 70  1"
"25054","     1559  5  2"
"25055","     1559 41  2"
"25056","     1559 49  2"
"25057","     1559 58  1"
"25058","     1559 94  1"
"25059","     1559103  1"
"25060","     1559112  2"
"25061","     1559121  2"
"25062","     1559121  3"
"25063","     1559121  4"
"25064","     1559130  2"
"25065","     1559139  2"
"25066","     1559157  2"
"25067","     1559166  2"
"25068","     1559175  1"
"25069","     1559184  2"
"25070","     1559193  2"
"25071","     1559211  2"
"25072","     1560  1  5"
"25073","     1560  1  6"
"25074","     1560  6  2"
"25075","     1560 11  1"
"25076","     1560 16  3"
"25077","     1560 21  3"
"25078","     1560 30  2"
"25079","     1560 45  3"
"25080","     1560 45  4"
"25081","     1560 55  2"
"25082","     1560 60  3"
"25083","     1560 60  4"
"25084","     1560 60  5"
"25085","     1560 64  3"
"25086","     1560 64  4"
"25087","     1560 69  2"
"25088","     1560 84  4"
"25089","     1560 84  5"
"25090","     1560 94  2"
"25091","     1560 99  2"
"25092","     1560103  5"
"25093","     1560108  4"
"25094","     1560113  4"
"25095","     1561  2  2"
"25096","     1561  5  1"
"25097","     1561  5  2"
"25098","     1561 15  2"
"25099","     1561 22  2"
"25100","     1561 22  3"
"25101","     1561 22  5"
"25102","     1561 22  6"
"25103","     1561 25  2"
"25104","     1561 28  2"
"25105","     1561 38  2"
"25106","     1561 38  3"
"25107","     1561 42  2"
"25108","     1561 45  1"
"25109","     1561 52  1"
"25110","     1561 52  2"
"25111","     1561 52  4"
"25112","     1561 55  2"
"25113","     1561 62  2"
"25114","     1561 62  3"
"25115","     1561 62  4"
"25116","     1561 65  1"
"25117","     1561 65  2"
"25118","     1561 68  1"
"25119","     1561 72  2"
"25120","     1561 75  2"
"25121","     1561 78  1"
"25122","     1562  3  1"
"25123","     1562  7  2"
"25124","     1562 19  2"
"25125","     1562 23  2"
"25126","     1562 27  3"
"25127","     1562 31  2"
"25128","     1562 34  3"
"25129","     1562 38  2"
"25130","     1562 42  2"
"25131","     1562 46  1"
"25132","     1562 50  2"
"25133","     1562 54  2"
"25134","     1562 54  3"
"25135","     1562 54  4"
"25136","     1562 62  2"
"25137","     1562 62  3"
"25138","     1562 62  4"
"25139","     1562 66  1"
"25140","     1562 70  2"
"25141","     1562 70  4"
"25142","     1562 74  2"
"25143","     1562 74  3"
"25144","     1562 78  2"
"25145","     1562 82  2"
"25146","     1562 86  2"
"25147","     1562 94  1"
"25148","     1563  2  2"
"25149","     1563  6  4"
"25150","     1563 10  4"
"25151","     1563 19  3"
"25152","     1563 23  3"
"25153","     1563 23  4"
"25154","     1563 28  2"
"25155","     1563 40  2"
"25156","     1563 45  2"
"25157","     1563 53  2"
"25158","     1563 58  2"
"25159","     1563 58  4"
"25160","     1563 62  2"
"25161","     1563 71  2"
"25162","     1563 75  2"
"25163","     1563 79  2"
"25164","     1563 83  2"
"25165","     1563 88  2"
"25166","     1563 88  3"
"25167","     1563 92  2"
"25168","     1563 96  1"
"25169","     1563 96  2"
"25170","     1564  6  2"
"25171","     1564  6  3"
"25172","     1564 10  2"
"25173","     1564 10  3"
"25174","     1564 14  2"
"25175","     1564 14  4"
"25176","     1564 14  7"
"25177","     1564 18  3"
"25178","     1564 18  4"
"25179","     1564 22  3"
"25180","     1564 26  2"
"25181","     1564 35  2"
"25182","     1564 35  3"
"25183","     1564 35  4"
"25184","     1564 39  3"
"25185","     1564 39  5"
"25186","     1564 39  7"
"25187","     1564 43  2"
"25188","     1564 43  3"
"25189","     1564 47  1"
"25190","     1564 56  4"
"25191","     1564 60  3"
"25192","     1564 60  4"
"25193","     1564 64  3"
"25194","     1564 64  4"
"25195","     1564 64  5"
"25196","     1564 64  6"
"25197","     1564 68  3"
"25198","     1564 72  2"
"25199","     1564 72  6"
"25200","     1564 81  2"
"25201","     1564 85  2"
"25202","     1564 89  2"
"25203","     1564 89  3"
"25204","     1564 93  2"
"25205","     1564 97  2"
"25206","     1565  1  2"
"25207","     1565  1  3"
"25208","     1565 11  2"
"25209","     1565 20  1"
"25210","     1565 30  2"
"25211","     1565 30  3"
"25212","     1565 30  4"
"25213","     1565 35  2"
"25214","     1565 39  2"
"25215","     1565 44  2"
"25216","     1565 49  2"
"25217","     1565 49  3"
"25218","     1565 54  2"
"25219","     1565 54  4"
"25220","     1565 58  2"
"25221","     1565 63  2"
"25222","     1565 68  2"
"25223","     1565 73  2"
"25224","     1565 73  3"
"25225","     1565 77  2"
"25226","     1565 77  6"
"25227","     1565 82  2"
"25228","     1565 82  3"
"25229","     1565 96  2"
"25230","     1565 96  3"
"25231","     1565101  2"
"25232","     1565101  3"
"25233","     1566  4  2"
"25234","     1566  8  1"
"25235","     1566 13  4"
"25236","     1566 18  2"
"25237","     1566 22  4"
"25238","     1566 27  3"
"25239","     1566 50  2"
"25240","     1566 50  3"
"25241","     1566 54  2"
"25242","     1566 59  2"
"25243","     1566 63  2"
"25244","     1566 68  1"
"25245","     1566 68  2"
"25246","     1566 68  4"
"25247","     1566 86  2"
"25248","     1566 91  3"
"25249","     1566100  6"
"25250","     1566105  2"
"25251","     1566105  4"
"25252","     1566109  5"
"25253","     1567  3  2"
"25254","     1567 15  2"
"25255","     1567 20  2"
"25256","     1567 28  2"
"25257","     1567 32  2"
"25258","     1567 45  2"
"25259","     1567 49  2"
"25260","     1567 49  5"
"25261","     1567 57  2"
"25262","     1567 57  6"
"25263","     1567 62  1"
"25264","     1567 66  2"
"25265","     1567 70  3"
"25266","     1567 74  3"
"25267","     1567 79  2"
"25268","     1567 79  3"
"25269","     1567 83  2"
"25270","     1567 87  4"
"25271","     1567 91  3"
"25272","     1567 95  2"
"25273","     1567100  2"
"25274","     1568 33  4"
"25275","     1568 34  3"
"25276","     1568 36  2"
"25277","     1568 37  2"
"25278","     1568 38  2"
"25279","     1568 38  5"
"25280","     1568 39  2"
"25281","     1568 40  1"
"25282","     1568 83  4"
"25283","     1568 83  6"
"25284","     1568 84  2"
"25285","     1568 85  2"
"25286","     1568 86  7"
"25287","     1568128  2"
"25288","     1568130  4"
"25289","     1568132  2"
"25290","     1569  3  1"
"25291","     1569  4  1"
"25292","     1569  4  5"
"25293","     1569  4  9"
"25294","     1569  5  3"
"25295","     1569  6  2"
"25296","     1569  7  2"
"25297","     1569  8  2"
"25298","     1569 33  2"
"25299","     1569 33  3"
"25300","     1569 33 10"
"25301","     1569 34  2"
"25302","     1569 35  2"
"25303","     1569 35  6"
"25304","     1569 37  3"
"25305","     1569 37  4"
"25306","     1569 37  6"
"25307","     1569 37  7"
"25308","     1569 37 13"
"25309","     1569 38  2"
"25310","     1569 39  4"
"25311","     1569 39  6"
"25312","     1569 39  8"
"25313","     1569 40  2"
"25314","     1569 73  2"
"25315","     1569 74  3"
"25316","     1569 76  2"
"25317","     1569 77  2"
"25318","     1570 10  1"
"25319","     1570 11  2"
"25320","     1570 13  2"
"25321","     1570 13  4"
"25322","     1570 14  2"
"25323","     1570 15  2"
"25324","     1570 15  6"
"25325","     1570 49  2"
"25326","     1570 51  2"
"25327","     1570 51  6"
"25328","     1570 53  2"
"25329","     1570 54  2"
"25330","     1570 54  3"
"25331","     1570 55  3"
"25332","     1570 56  3"
"25333","     1570 82  2"
"25334","     1570 85  2"
"25335","     1570 86  2"
"25336","     1570 87  2"
"25337","     1571  3  2"
"25338","     1571 16  1"
"25339","     1571 23  2"
"25340","     1571 33  1"
"25341","     1571 40  2"
"25342","     1571 43  1"
"25343","     1571 46  2"
"25344","     1571 49  2"
"25345","     1571 56  2"
"25346","     1571 56  5"
"25347","     1571 59  3"
"25348","     1571 63  3"
"25349","     1571 76  3"
"25350","     1571 79  2"
"25351","     1571 79  3"
"25352","     1571 79  4"
"25353","     1571 79  5"
"25354","     1571 86  3"
"25355","     1571 89  1"
"25356","     1572  1  2"
"25357","     1572  3  2"
"25358","     1572  5  2"
"25359","     1572 11  2"
"25360","     1572 13  2"
"25361","     1572 14  2"
"25362","     1572 23  4"
"25363","     1572 24  4"
"25364","     1572 29  2"
"25365","     1572 29  3"
"25366","     1572 29  5"
"25367","     1572 31  2"
"25368","     1572 32  2"
"25369","     1572 34  1"
"25370","     1572 42  2"
"25371","     1572 44  1"
"25372","     1572 44  4"
"25373","     1573  2  2"
"25374","     1573  2  4"
"25375","     1573  2  5"
"25376","     1573  6  2"
"25377","     1573  6  3"
"25378","     1573  6  7"
"25379","     1573 15  2"
"25380","     1573 19  1"
"25381","     1573 27  2"
"25382","     1573 27  3"
"25383","     1573 31  4"
"25384","     1573 43  2"
"25385","     1573 43  3"
"25386","     1573 47  2"
"25387","     1573 51  2"
"25388","     1573 67  2"
"25389","     1573 76  2"
"25390","     1573 80  2"
"25391","     1573 84  3"
"25392","     1573 88  2"
"25393","     1573 96  2"
"25394","     1573100  1"
"25395","     1573100  3"
"25396","     1573104  3"
"25397","     1573104  6"
"25398","     1573108  2"
"25399","     1574  2  1"
"25400","     1574 20  2"
"25401","     1574 28  2"
"25402","     1574 28  3"
"25403","     1574 32  2"
"25404","     1574 35  2"
"25405","     1574 35  3"
"25406","     1574 39  2"
"25407","     1574 43  1"
"25408","     1574 43  2"
"25409","     1574 43  5"
"25410","     1574 47  2"
"25411","     1574 47  4"
"25412","     1574 54  2"
"25413","     1574 58  2"
"25414","     1574 58  3"
"25415","     1574 58  6"
"25416","     1574 62  1"
"25417","     1574 62  2"
"25418","     1574 65  2"
"25419","     1574 80  2"
"25420","     1574 84  1"
"25421","     1574 95  4"
"25422","     1575 10  4"
"25423","     1575 15  2"
"25424","     1575 24  2"
"25425","     1575 24  3"
"25426","     1575 33  2"
"25427","     1575 43  2"
"25428","     1575 52  2"
"25429","     1575 52  3"
"25430","     1575 62  2"
"25431","     1575 66  3"
"25432","     1575 76  2"
"25433","     1575 94  2"
"25434","     1575 94  3"
"25435","     1575 94  4"
"25436","     1575 99  2"
"25437","     1575113  3"
"25438","     1575118  2"
"25439","     1575123  2"
"25440","     1575127  1"
"25441","     1576  2  2"
"25442","     1576  3  2"
"25443","     1576  5  2"
"25444","     1576  6  2"
"25445","     1576 57  2"
"25446","     1576 59  3"
"25447","     1576 60  2"
"25448","     1576 61  2"
"25449","     1576 62  1"
"25450","     1576 63  2"
"25451","     1576115  2"
"25452","     1576115  3"
"25453","     1576117  2"
"25454","     1576117  4"
"25455","     1576118  2"
"25456","     1576119  2"
"25457","     1576120  2"
"25458","     1576161  2"
"25459","     1576162  2"
"25460","     1577 10  2"
"25461","     1577 13  2"
"25462","     1577 13  4"
"25463","     1577 14  3"
"25464","     1577 15  1"
"25465","     1577 15  3"
"25466","     1577 16  2"
"25467","     1577 57  2"
"25468","     1577 58  2"
"25469","     1577 59  2"
"25470","     1577 60  2"
"25471","     1577 64  2"
"25472","     1577 64  4"
"25473","     1577105  1"
"25474","     1577106  3"
"25475","     1577106  5"
"25476","     1577108  2"
"25477","     1577109  2"
"25478","     1577110  2"
"25479","     1577111  2"
"25480","     1577161  2"
"25481","     1577164  3"
"25482","     1577164  4"
"25483","     1578 26  3"
"25484","     1578 27  4"
"25485","     1578 27  6"
"25486","     1578 27  7"
"25487","     1578 28  1"
"25488","     1578 31  1"
"25489","     1578 32  2"
"25490","     1578 89  2"
"25491","     1578 91  3"
"25492","     1578 91  4"
"25493","     1578 91  5"
"25494","     1578 91  6"
"25495","     1578 92  2"
"25496","     1578 92  3"
"25497","     1578 94  1"
"25498","     1578 94  3"
"25499","     1578 95  2"
"25500","     1578153  2"
"25501","     1578153  4"
"25502","     1578153  5"
"25503","     1578154  2"
"25504","     1578155  2"
"25505","     1578155  3"
"25506","     1578156  1"
"25507","     1578157  5"
"25508","     1578159  2"
"25509","     1578160  2"
"25510","     1578218  3"
"25511","     1578219  2"
"25512","     1578220  4"
"25513","     1579 17  2"
"25514","     1579 18  2"
"25515","     1579 23  2"
"25516","     1579 24  6"
"25517","     1579 57  2"
"25518","     1579 58  2"
"25519","     1579 59  2"
"25520","     1579 63  2"
"25521","     1579 99  2"
"25522","     1579 99  3"
"25523","     1579100  2"
"25524","     1579104  2"
"25525","     1580  9  2"
"25526","     1580  9  4"
"25527","     1580 13  2"
"25528","     1580 21  5"
"25529","     1580 25  2"
"25530","     1580 25  3"
"25531","     1580 29  3"
"25532","     1580 33  5"
"25533","     1580 41  2"
"25534","     1580 45  3"
"25535","     1580 49  6"
"25536","     1580 53  5"
"25537","     1580 61  2"
"25538","     1580 61  4"
"25539","     1580 61  6"
"25540","     1580 65  4"
"25541","     1580 69  1"
"25542","     1580 73  2"
"25543","     1580 77  3"
"25544","     1580 81  3"
"25545","     1580 85  2"
"25546","     1581  2  2"
"25547","     1581  2  5"
"25548","     1581  5  4"
"25549","     1581  9  2"
"25550","     1581  9  3"
"25551","     1581  9  6"
"25552","     1581 13  2"
"25553","     1581 13  4"
"25554","     1581 16  2"
"25555","     1581 16  3"
"25556","     1581 20  2"
"25557","     1581 31  2"
"25558","     1581 31  4"
"25559","     1581 35  2"
"25560","     1581 38  5"
"25561","     1581 42  3"
"25562","     1581 46  4"
"25563","     1581 53  2"
"25564","     1581 53  3"
"25565","     1581 60  2"
"25566","     1581 64  2"
"25567","     1581 64  4"
"25568","     1581 75  4"
"25569","     1581 75  8"
"25570","     1581 79  2"
"25571","     1581 79  6"
"25572","     1581 83  2"
"25573","     1581 90  4"
"25574","     1582  2  2"
"25575","     1582 11  3"
"25576","     1582 15  2"
"25577","     1582 19  3"
"25578","     1582 19  6"
"25579","     1582 23  2"
"25580","     1582 23  5"
"25581","     1582 23  8"
"25582","     1582 27  2"
"25583","     1582 31  2"
"25584","     1582 35  2"
"25585","     1582 44  1"
"25586","     1582 44  3"
"25587","     1582 48  2"
"25588","     1582 52  2"
"25589","     1582 52  5"
"25590","     1582 56  1"
"25591","     1582 56  2"
"25592","     1582 56  3"
"25593","     1582 60  2"
"25594","     1582 60  4"
"25595","     1582 60  8"
"25596","     1582 68  2"
"25597","     1582 81  2"
"25598","     1582 85  2"
"25599","     1582 85  3"
"25600","     1582 89  3"
"25601","     1582 93  2"
"25602","     1583  2  2"
"25603","     1583  9  2"
"25604","     1583 13  2"
"25605","     1583 20  2"
"25606","     1583 27  1"
"25607","     1583 31  1"
"25608","     1583 34  1"
"25609","     1583 38  2"
"25610","     1583 41  2"
"25611","     1583 45  2"
"25612","     1583 48  2"
"25613","     1583 52  2"
"25614","     1583 56  2"
"25615","     1583 63  2"
"25616","     1583 63  3"
"25617","     1583 63  4"
"25618","     1583 66  1"
"25619","     1583 73  1"
"25620","     1583 80  1"
"25621","     1583 84  2"
"25622","     1583 84  3"
"25623","     1583 88  2"
"25624","     1584  2  1"
"25625","     1584  6  3"
"25626","     1584 11  2"
"25627","     1584 15  1"
"25628","     1584 15  4"
"25629","     1584 15  7"
"25630","     1584 27  3"
"25631","     1584 31  1"
"25632","     1584 31  2"
"25633","     1584 35  1"
"25634","     1584 35  6"
"25635","     1584 39  1"
"25636","     1584 39  2"
"25637","     1584 39  3"
"25638","     1584 43  2"
"25639","     1584 43  3"
"25640","     1584 47  1"
"25641","     1584 51  4"
"25642","     1584 55  2"
"25643","     1584 59  1"
"25644","     1584 64  1"
"25645","     1584 64  4"
"25646","     1584 68  2"
"25647","     1584 68  4"
"25648","     1584 76  2"
"25649","     1584 84  2"
"25650","     1584 88  2"
"25651","     1584 92  2"
"25652","     1584 96  2"
"25653","     1584100  2"
"25654","     1584100  3"
"25655","     1584100  4"
"25656","     1585  8  2"
"25657","     1585  8  8"
"25658","     1585 12  3"
"25659","     1585 16  2"
"25660","     1585 16  3"
"25661","     1585 32  2"
"25662","     1585 40  2"
"25663","     1585 40  4"
"25664","     1585 44  2"
"25665","     1585 48  3"
"25666","     1585 52  3"
"25667","     1585 52  5"
"25668","     1585 56  2"
"25669","     1585 59  2"
"25670","     1585 59  4"
"25671","     1585 63  4"
"25672","     1585 63  5"
"25673","     1585 63  6"
"25674","     1585 67  2"
"25675","     1585 71  2"
"25676","     1585 71  3"
"25677","     1585 75  2"
"25678","     1585 91  2"
"25679","     1585 91  3"
"25680","     1585 95  4"
"25681","     1585 99  2"
"25682","     1585107  2"
"25683","     1585111  2"
"25684","     1585111  4"
"25685","     1586  3  2"
"25686","     1586  7  2"
"25687","     1586 11  2"
"25688","     1586 11  7"
"25689","     1586 16  1"
"25690","     1586 20  2"
"25691","     1586 20  3"
"25692","     1586 24  3"
"25693","     1586 24  8"
"25694","     1586 29  2"
"25695","     1586 33  2"
"25696","     1586 41  2"
"25697","     1586 41  5"
"25698","     1586 50  2"
"25699","     1586 50  5"
"25700","     1586 54  2"
"25701","     1586 54  3"
"25702","     1586 63  2"
"25703","     1586 67  2"
"25704","     1586 71  2"
"25705","     1586 76  2"
"25706","     1586 84  2"
"25707","     1586 89  1"
"25708","     1586 93  2"
"25709","     1586 93  3"
"25710","     1586 97  2"
"25711","     1586 97  6"
"25712","     1586101  2"
"25713","     1586106  1"
"25714","     1586106  3"
"25715","     1586106  4"
"25716","     1586119  2"
"25717","     1587  1  2"
"25718","     1587  5  2"
"25719","     1587  8  2"
"25720","     1587  8  3"
"25721","     1587 15  1"
"25722","     1587 21  3"
"25723","     1587 25  1"
"25724","     1587 28  3"
"25725","     1587 31  1"
"25726","     1587 31  3"
"25727","     1587 31  6"
"25728","     1587 35  2"
"25729","     1587 35  4"
"25730","     1587 38  2"
"25731","     1587 45  2"
"25732","     1587 48  2"
"25733","     1587 51  2"
"25734","     1587 58  3"
"25735","     1587 58  6"
"25736","     1587 58  9"
"25737","     1587 61  1"
"25738","     1587 61  2"
"25739","     1587 81  2"
"25740","     1587 84  2"
"25741","     1587 88  2"
"25742","     1587 88  3"
"25743","     1587 91  2"
"25744","     1588  3  2"
"25745","     1588  3  3"
"25746","     1588  3  4"
"25747","     1588  9  3"
"25748","     1588 23  2"
"25749","     1588 23  3"
"25750","     1588 23  4"
"25751","     1588 29  2"
"25752","     1588 40  4"
"25753","     1588 43  2"
"25754","     1588 43  3"
"25755","     1588 46  2"
"25756","     1588 52  2"
"25757","     1588 52  5"
"25758","     1588 54  1"
"25759","     1588 54  2"
